"";"ï..Participant_Order";"MC_Order";"Participant_Code";"Authorise_Fotos";"W_Language";"Age";"Height";"Sho_wid";"Sex";"Nationality";"N_Language";"HCLE";"Tech";"Tech_t";"ERR";"RN_Type";"condition";"measurement"
"185";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"i.G.I.5";"5"
"186";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"i.G.I.5";"1"
"187";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"i.G.I.5";"1"
"188";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"i.G.I.5";"3"
"189";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"i.G.I.5";"1"
"190";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"i.G.I.5";"2"
"191";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"i.G.I.5";"2"
"192";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"i.G.I.5";"2"
"193";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"i.G.I.5";"4"
"194";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.I.5";"1"
"195";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"i.G.I.5";"2"
"196";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"i.G.I.5";"4"
"197";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"i.G.I.5";"5"
"198";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"i.G.I.5";"5"
"199";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"i.G.I.5";"5"
"200";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"i.G.I.5";"4"
"201";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.1";"4"
"202";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"i.G.II.1";"4"
"203";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"i.G.II.1";"3"
"204";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"i.G.II.1";"5"
"205";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"i.G.II.1";"2"
"206";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"i.G.II.1";"3"
"207";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"i.G.II.1";"2"
"208";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"i.G.II.1";"1"
"209";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"i.G.II.1";"2"
"210";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.1";"4"
"211";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"i.G.II.1";"4"
"212";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.1";"4"
"213";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"i.G.II.1";"5"
"214";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"i.G.II.1";"5"
"215";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"i.G.II.1";"3"
"216";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"i.G.II.1";"2"
"217";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"i.G.II.1";"1"
"218";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"i.G.II.1";"4"
"219";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"i.G.II.1";"4"
"220";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"i.G.II.1";"3"
"221";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"i.G.II.1";"2"
"222";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"i.G.II.1";"3"
"223";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"i.G.II.1";"5"
"224";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"i.G.II.1";"2"
"225";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"i.G.II.1";"2"
"226";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"i.G.II.1";"2"
"227";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"i.G.II.1";"1"
"228";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"i.G.II.1";"3"
"229";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"i.G.II.1";"3"
"230";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"i.G.II.1";"1"
"231";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"i.G.II.1";"1"
"232";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"i.G.II.1";"2"
"233";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"i.G.II.1";"4"
"234";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.1";"3"
"235";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"i.G.II.1";"5"
"236";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"i.G.II.1";"3"
"237";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"i.G.II.1";"1"
"238";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"i.G.II.1";"2"
"239";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"i.G.II.1";"4"
"240";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"i.G.II.1";"2"
"241";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.2";"4"
"242";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"i.G.II.2";"4"
"243";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"i.G.II.2";"3"
"244";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"i.G.II.2";"5"
"245";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"i.G.II.2";"1"
"246";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"i.G.II.2";"4"
"247";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"i.G.II.2";"4"
"248";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"i.G.II.2";"3"
"249";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"i.G.II.2";"2"
"250";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.2";"5"
"251";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"i.G.II.2";"3"
"252";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.2";"5"
"253";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"i.G.II.2";"5"
"254";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"i.G.II.2";"4"
"255";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"i.G.II.2";"4"
"256";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"i.G.II.2";"5"
"257";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"i.G.II.2";"2"
"258";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"i.G.II.2";"5"
"259";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"i.G.II.2";"4"
"260";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"i.G.II.2";"1"
"261";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"i.G.II.2";"4"
"262";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"i.G.II.2";"2"
"263";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"i.G.II.2";"5"
"264";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"i.G.II.2";"3"
"265";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"i.G.II.2";"2"
"266";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"i.G.II.2";"2"
"267";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"i.G.II.2";"1"
"268";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"i.G.II.2";"4"
"269";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"i.G.II.2";"3"
"270";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"i.G.II.2";"4"
"271";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"i.G.II.2";"1"
"272";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"i.G.II.2";"3"
"273";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"i.G.II.2";"3"
"274";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.2";"3"
"275";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"i.G.II.2";"5"
"276";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"i.G.II.2";"3"
"277";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"i.G.II.2";"5"
"278";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"i.G.II.2";"2"
"279";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"i.G.II.2";NA
"280";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"i.G.II.2";"2"
"281";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.3";"1"
"282";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"i.G.II.3";"1"
"283";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"i.G.II.3";"2"
"284";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"i.G.II.3";"1"
"285";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"i.G.II.3";"1"
"286";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"i.G.II.3";"1"
"287";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"i.G.II.3";"1"
"288";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"i.G.II.3";"1"
"289";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"i.G.II.3";"2"
"290";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.3";"5"
"291";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"i.G.II.3";"2"
"292";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.3";"1"
"293";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"i.G.II.3";"1"
"294";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"i.G.II.3";"1"
"295";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"i.G.II.3";"4"
"296";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"i.G.II.3";"1"
"297";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"i.G.II.3";"1"
"298";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"i.G.II.3";"1"
"299";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"i.G.II.3";"1"
"300";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"i.G.II.3";"1"
"301";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"i.G.II.3";"2"
"302";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"i.G.II.3";"2"
"303";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"i.G.II.3";"2"
"304";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"i.G.II.3";"2"
"305";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"i.G.II.3";"1"
"306";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"i.G.II.3";"1"
"307";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"i.G.II.3";"2"
"308";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"i.G.II.3";"4"
"309";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"i.G.II.3";"2"
"310";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"i.G.II.3";"1"
"311";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"i.G.II.3";"1"
"312";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"i.G.II.3";"1"
"313";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"i.G.II.3";"1"
"314";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.3";"2"
"315";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"i.G.II.3";"1"
"316";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"i.G.II.3";"1"
"317";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"i.G.II.3";"1"
"318";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"i.G.II.3";"1"
"319";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"i.G.II.3";"1"
"320";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"i.G.II.3";"2"
"321";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.4";"2"
"322";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"i.G.II.4";"5"
"323";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"i.G.II.4";"1"
"324";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"i.G.II.4";"5"
"325";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"i.G.II.4";"1"
"326";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"i.G.II.4";"2"
"327";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"i.G.II.4";"1"
"328";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"i.G.II.4";"3"
"329";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"i.G.II.4";"1"
"330";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.4";"4"
"331";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"i.G.II.4";"5"
"332";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.4";"1"
"333";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"i.G.II.4";"5"
"334";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"i.G.II.4";"2"
"335";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"i.G.II.4";"4"
"336";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"i.G.II.4";"1"
"337";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"i.G.II.4";"1"
"338";"PO18";"DSEL";"P18";1;"DT";23;1.78;46;"m";"DE";"DT";"Ueng";1;20;0;"IND";"i.G.II.4";"3"
"339";"PO19";"DLES";"P34";1;"DT";23;1.82;47;"m";"DE";"DT";"UNS";1;2;1;"SF";"i.G.II.4";"3"
"340";"PO20";"SDLE";"P19";0;"DT";30;1.75;44;"m";"IT";"IT";"Ueng";1;16;0;"IND";"i.G.II.4";"1"
"341";"PO21";"SDEL";"P20";1;"DT";27;1.87;45;"m";"DE";"DT";"UEng";1;20;1;"SER";"i.G.II.4";"3"
"342";"PO22";"SLED";"P21";1;"DT";21;1.96;50;"m";"CN";"ZH";"HSCE";1;3;1;"SER";"i.G.II.4";"1"
"343";"PO23";"SLDE";"P22";1;"EN";25;1.77;46;"m";"DE";"DE";"Ueng";1;40;1;"SER";"i.G.II.4";"2"
"344";"PO24";"SELD";"P24";1;"CA";26;1.7;40;"f";"ES";"ES";"UNS";0;NA;1;"ACAD";"i.G.II.4";"2"
"345";"PO25";"SDLE";"P25";0;"DT";27;1.78;41;"m";"CM";"FR";"Ueng";1;2;0;"SF";"i.G.II.4";"3"
"346";"PO26";"SDEL";"P26";1;"DT";24;1.83;43;"m";"DE";"DT";"Ueng";1;40;0;"SER";"i.G.II.4";"1"
"347";"PO27";"SLED";"P27";1;"ES";24;1.81;45;"m";"ES";"ES";"Ueng";1;40;0;"SER";"i.G.II.4";"2"
"348";"PO28";"SLDE";"P28";1;"DT";24;1.83;45;"m";"DE";"DT";"Uart";0;NA;0;"SER";"i.G.II.4";"1"
"349";"PO29";"SEDL";"P29";1;"CA";24;1.6;38;"f";"ES";"CA";"Ueng";0;0;0;"SER";"i.G.II.4";"2"
"350";"PO30";"SELD";"P30";1;"ES";24;1.74;43;"m";"ES";"ES";"Ueng";1;10;0;"SER";"i.G.II.4";"2"
"351";"PO31";"SEDL";"P43";1;"ES";25;1.7;40;"f";"ES";"ES";"Ueng";1;2;0;"SER";"i.G.II.4";"1"
"352";"PO32";"SELD";"P44";1;"DT";22;1.78;43;"m";"DE";"DT";"HSE";1;20;0;"ACAD";"i.G.II.4";"1"
"353";"PO33";"SDLE";"P45";1;"DT";25;1.89;46;"m";"DE";"DT";"Ueng";1;5;1;"IND";"i.G.II.4";"4"
"354";"PO34";"LEDS";"P38";1;"ES";26;1.78;43;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.4";"3"
"355";"PO35";"LSDE";"P39";1;"DT";27;1.72;43;"f";"DE";"DT";"Ueng";1;60;1;"ACAD";"i.G.II.4";"4"
"356";"PO36";"EDLS";"P33";1;"DT";20;1.68;42;"m";"HG";"HG";"HSE";1;25;1;"SER";"i.G.II.4";"1"
"357";"PO37";"ESDL";"P31";1;"ES";25;1.835;44;"m";"ES";"ES";"Ueng";1;8;0;"SER";"i.G.II.4";"1"
"358";"PO38";"ESLD";"P32";1;"DT";27;1.82;44;"m";"DE";"DT";"Ueng";1;20;1;"SER";"i.G.II.4";"1"
"359";"PO39";"LDES";"P41";0;"DT";23;1.93;49;"m";"CR";"CR/DT";"Ueng";1;70;0;"IND";"i.G.II.4";"1"
"360";"PO40";"LESD";"P37";1;"DT";23;1.68;44;"f";"DE";"DT";"UOth";0;NA;0;"SF";"i.G.II.4";"1"
"361";"PO1";"DLES";"P1";1;"DT";25;1.85;50;"m";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.5";"5"
"362";"PO2";"DLSE";"P2";1;"DT";50;1.68;39;"f";"DE";"RO";"UNS";0;NA;0;"SF";"i.G.II.5";"5"
"363";"PO3";"DESL";"P3";1;"DT";54;1.82;44;"m";"DE";"RO";"UEng";1;5;0;"SF";"i.G.II.5";"3"
"364";"PO4";"DELS";"P4";1;"DT";20;1.89;45;"m";"DE";"DT";"UEco";0;NA;0;"SF";"i.G.II.5";"5"
"365";"PO5";"DSLE";"P5";0;"DT";25;1.83;42;"m";"DE";"DT";"UEco & UArt";1;2;1;"IND";"i.G.II.5";"4"
"366";"PO6";"DSEL";"P6";1;"DT";27;1.95;45;"m";"DE";"DT";"UEng";1;15;0;"SF";"i.G.II.5";"4"
"367";"PO7";"DLES";"P7";1;"DT";21;1.73;43;"m";"CN";"ZH";"UEng";0;0;1;"SF";"i.G.II.5";"5"
"368";"PO8";"DLSE";"P8";0;"DT";28;1.83;48;"m";"DE";"DT";"UEng";1;40;1;"ACAD";"i.G.II.5";"3"
"369";"PO9";"DESL";"P9";1;"DT";33;1.83;47;"m";"IR";"UF";"Ueng";1;2.5;NA;"";"i.G.II.5";"5"
"370";"PO10";"DELS";"P10";1;"ES";25;1.84;45;"m";"ES";"ES";"Ueng";1;40;1;"SF";"i.G.II.5";"5"
"371";"PO11";"DSLE";"P11";1;"CA";29;1.8;47;"m";"ES";"ES";"HSE";1;7;1;"IND";"i.G.II.5";"4"
"372";"PO12";"DSEL";"P12";1;"DT";26;1.73;42;"f";"DE";"DT";"Ueng";1;40;0;"SF";"i.G.II.5";"1"
"373";"PO13";"DLES";"P13";1;"DT";26;1.75;41;"f";"DE";"DT";"UNS";1;25;0;"SF";"i.G.II.5";"5"
"374";"PO14";"DLSE";"P14";1;"DT";26;1.65;40;"f";"DE";"DT";"UNS";1;5;0;"SF";"i.G.II.5";"5"
"375";"PO15";"DESL";"P15";1;"DT";23;1.7;40;"f";"CZ";"CZ";"HSE";0;NA;0;"SER";"i.G.II.5";"5"
"376";"PO16";"DELS";"P16";1;"DT";26;1.8;44;"m";"DE";"DT";"Ueng";1;7;1;"SER";"i.G.II.5";"4"
"377";"PO17";"DSLE";"P17";1;"EN";20;1.8;43;"m";"SY";"AR";"HSE";1;4;1;"ACAD";"i.G.II.5";"2"
